sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
/drupal7/,300,29112,2,79973,36877.5527294006,0.0,0.11880392955877409,0.1928989857956042,1662.6433333333334
/drupal7/themes/bartik/css/layout.css,300,16,3,1200,71.26570400035817,0.0,0.1188229870197769,0.11369410418161856,979.8
/drupal7/modules/system/system.messages.css,300,12,3,157,15.731453277501803,0.0,0.11883089413117981,0.09595246563707618,826.85
/drupal7/modules/node/node.css,300,15,4,1202,70.32480287921182,0.0,0.11882910552579107,0.06416075434102528,552.9
/drupal7/modules/user/user.css,300,13,3,176,20.058490859373133,0.0,0.1188280700420176,0.13262558715920109,1142.9
/drupal7/modules/field/theme/field.css,300,9,3,85,9.149534900140491,0.0,0.11882962327444534,0.07889482409848916,679.8666666666667
/drupal7/modules/system/system.theme.css,300,9,3,49,7.398050794334652,0.0,0.11882811710907035,0.19331810621154175,1665.9166666666667
/drupal7/misc/jquery.once.js,300,10,3,81,10.77324412091775,0.0,0.11883414199966964,0.17707911843485927,1525.9
/drupal7/themes/bartik/css/colors.css,300,10,3,88,9.403472171963337,0.0,0.11883009395895529,0.10419681773998629,897.9
/drupal7/themes/bartik/css/style.css,300,13,5,76,10.404253403723347,0.0,0.11883225915572848,0.8356379622475855,7200.85
/drupal7/themes/bartik/css/print.css,300,10,3,79,8.916583177179223,0.0,0.11882778764048416,0.0909717227741773,783.95
/drupal7/modules/system/system.menus.css,300,10,3,127,9.819660550820142,0.0,0.11883588368343705,0.12832302576460988,1105.75
/drupal7/misc/drupal.js,300,28,4,1203,119.99007662673147,0.0,0.11883649563850256,0.6309610583449562,5436.916666666667
/drupal7/misc/jquery.js,300,21,9,143,14.835202503954346,0.0,0.11883593075667986,3.1956768961461113,27536.9
/drupal7/modules/system/system.base.css,300,21,3,1191,98.30429011775405,0.0,0.11883899059745906,0.27039158549138337,2329.883333333333
/drupal7/misc/jquery.cookie.js,50,8,4,37,5.761388721480265,0.0,0.021067924674584838,0.02086012580816559,1013.9
TOTAL,4550,1933,2,79973,11908.590030463794,0.0,1.8017354474223897,6.322382571520978,3593.2687912087913
